Timestamp,Category,Severity,Details
"2026-05-10 08:27:59","File Created","LOW","__init__.py in Desktop"
"2026-05-10 08:27:59","File Created","LOW","_spdx.py in Desktop"
"2026-05-10 08:27:59","File Created","LOW","__init__.cpython-314.pyc in Desktop"
"2026-05-10 08:27:59","File Created","LOW","__main__.cpython-314.pyc in Desktop"
"2026-05-10 08:27:59","File Created","LOW","__init__.cpython-314.pyc in Desktop"
"2026-05-10 08:27:59","File Created","LOW","windows.cpython-314.pyc in Desktop"
"2026-05-10 08:27:59","File Created","LOW","version.cpython-314.pyc in Desktop"
"2026-05-10 08:27:59","File Created","LOW","unix.cpython-314.pyc in Desktop"
"2026-05-10 08:27:59","File Created","LOW","macos.cpython-314.pyc in Desktop"
"2026-05-10 08:27:59","File Created","LOW","api.cpython-314.pyc in Desktop"
"2026-05-10 08:27:59","File Created","LOW","android.cpython-314.pyc in Desktop"
"2026-05-10 08:27:59","File Created","LOW","__init__.cpython-314.pyc in Desktop"
"2026-05-10 08:27:59","File Created","LOW","__init__.cpython-314.pyc in Desktop"
"2026-05-10 08:27:59","File Created","LOW","_mapping.cpython-314.pyc in Desktop"
"2026-05-10 08:27:59","File Created","LOW","__init__.cpython-314.pyc in Desktop"
"2026-05-10 08:27:59","File Created","LOW","_mapping.cpython-314.pyc in Desktop"
"2026-05-10 08:27:59","File Created","LOW","python.cpython-314.pyc in Desktop"
"2026-05-10 08:27:59","File Created","LOW","__init__.cpython-314.pyc in Desktop"
"2026-05-10 08:27:59","File Created","LOW","_mapping.cpython-314.pyc in Desktop"
"2026-05-10 08:27:59","File Created","LOW","__main__.cpython-314.pyc in Desktop"
"2026-05-10 08:27:59","File Created","LOW","__init__.cpython-314.pyc in Desktop"
"2026-05-10 08:27:59","File Created","LOW","util.cpython-314.pyc in Desktop"
"2026-05-10 08:27:59","File Created","LOW","unistring.cpython-314.pyc in Desktop"
"2026-05-10 08:27:59","File Created","LOW","token.cpython-314.pyc in Desktop"
"2026-05-10 08:27:59","File Created","LOW","style.cpython-314.pyc in Desktop"
"2026-05-10 08:27:58","File Created","LOW","sphinxext.cpython-314.pyc in Desktop"
"2026-05-10 08:27:58","File Created","LOW","scanner.cpython-314.pyc in Desktop"
"2026-05-10 08:27:58","File Created","LOW","regexopt.cpython-314.pyc in Desktop"
"2026-05-10 08:27:58","File Created","LOW","plugin.cpython-314.pyc in Desktop"
"2026-05-10 08:27:58","File Created","LOW","modeline.cpython-314.pyc in Desktop"
"2026-05-10 08:27:58","File Created","LOW","lexer.cpython-314.pyc in Desktop"
"2026-05-10 08:27:58","File Created","LOW","formatter.cpython-314.pyc in Desktop"
"2026-05-10 08:27:58","File Created","LOW","filter.cpython-314.pyc in Desktop"
"2026-05-10 08:27:58","File Created","LOW","console.cpython-314.pyc in Desktop"
"2026-05-10 08:27:58","File Created","LOW","__init__.py in Desktop"
"2026-05-10 08:27:58","File Created","LOW","_mapping.py in Desktop"
"2026-05-10 08:27:58","File Created","LOW","__init__.py in Desktop"
"2026-05-10 08:27:58","File Created","LOW","_mapping.py in Desktop"
"2026-05-10 08:27:58","File Created","LOW","python.py in Desktop"
"2026-05-10 08:27:58","File Created","LOW","__init__.py in Desktop"
"2026-05-10 08:27:58","File Created","LOW","_mapping.py in Desktop"
"2026-05-10 08:27:58","File Created","LOW","__init__.py in Desktop"
"2026-05-10 08:27:58","File Created","LOW","__init__.cpython-314.pyc in Desktop"
"2026-05-10 08:27:58","File Created","LOW","_in_process.cpython-314.pyc in Desktop"
"2026-05-10 08:27:58","File Created","LOW","__init__.cpython-314.pyc in Desktop"
"2026-05-10 08:27:58","File Created","LOW","_impl.cpython-314.pyc in Desktop"
"2026-05-10 08:27:58","File Created","LOW","__init__.py in Desktop"
"2026-05-10 08:27:58","File Created","LOW","_in_process.py in Desktop"
"2026-05-10 08:27:58","File Created","LOW","__version__.cpython-314.pyc in Desktop"
"2026-05-10 08:27:58","File Created","LOW","__init__.cpython-314.pyc in Desktop"
"2026-05-10 08:27:58","File Created","LOW","_internal_utils.cpython-314.pyc in Desktop"
"2026-05-10 08:27:58","File Created","LOW","utils.cpython-314.pyc in Desktop"
"2026-05-10 08:27:58","File Created","LOW","structures.cpython-314.pyc in Desktop"
"2026-05-10 08:27:58","File Created","LOW","status_codes.cpython-314.pyc in Desktop"
"2026-05-10 08:27:58","File Created","LOW","sessions.cpython-314.pyc in Desktop"
"2026-05-10 08:27:58","File Created","LOW","packages.cpython-314.pyc in Desktop"
"2026-05-10 08:27:58","File Created","LOW","models.cpython-314.pyc in Desktop"
"2026-05-10 08:27:58","File Created","LOW","hooks.cpython-314.pyc in Desktop"
"2026-05-10 08:27:58","File Created","LOW","help.cpython-314.pyc in Desktop"
"2026-05-10 08:27:58","File Created","LOW","exceptions.cpython-314.pyc in Desktop"
"2026-05-10 08:27:58","File Created","LOW","cookies.cpython-314.pyc in Desktop"
"2026-05-10 08:27:58","File Created","LOW","compat.cpython-314.pyc in Desktop"
"2026-05-10 08:27:58","File Created","LOW","certs.cpython-314.pyc in Desktop"
"2026-05-10 08:27:58","File Created","LOW","auth.cpython-314.pyc in Desktop"
"2026-05-10 08:27:58","File Created","LOW","api.cpython-314.pyc in Desktop"
"2026-05-10 08:27:58","File Created","LOW","adapters.cpython-314.pyc in Desktop"
"2026-05-10 08:27:58","File Created","LOW","__init__.cpython-314.pyc in Desktop"
"2026-05-10 08:27:58","File Created","LOW","resolution.cpython-314.pyc in Desktop"
"2026-05-10 08:27:58","File Created","LOW","exceptions.cpython-314.pyc in Desktop"
"2026-05-10 08:27:58","File Created","LOW","criterion.cpython-314.pyc in Desktop"
"2026-05-10 08:27:58","File Created","LOW","abstract.cpython-314.pyc in Desktop"
"2026-05-10 08:27:58","File Created","LOW","__init__.cpython-314.pyc in Desktop"
"2026-05-10 08:27:58","File Created","LOW","structs.cpython-314.pyc in Desktop"
"2026-05-10 08:27:58","File Created","LOW","reporters.cpython-314.pyc in Desktop"
"2026-05-10 08:27:58","File Created","LOW","providers.cpython-314.pyc in Desktop"
"2026-05-10 08:27:58","File Created","LOW","__init__.py in Desktop"
"2026-05-10 08:27:58","File Created","LOW","resolution.py in Desktop"
"2026-05-10 08:27:58","File Created","LOW","exceptions.py in Desktop"
"2026-05-10 08:27:58","File Created","LOW","criterion.py in Desktop"
"2026-05-10 08:27:58","File Created","LOW","abstract.py in Desktop"
"2026-05-10 08:27:58","File Created","LOW","__main__.cpython-314.pyc in Desktop"
"2026-05-10 08:27:58","File Created","LOW","__init__.cpython-314.pyc in Desktop"
"2026-05-10 08:27:58","File Created","LOW","_wrap.cpython-314.pyc in Desktop"
"2026-05-10 08:27:58","File Created","LOW","_windows_renderer.cpython-314.pyc in Desktop"
"2026-05-10 08:27:58","File Created","LOW","_windows.cpython-314.pyc in Desktop"
"2026-05-10 08:27:58","File Created","LOW","_win32_console.cpython-314.pyc in Desktop"
"2026-05-10 08:27:58","File Created","LOW","_timer.cpython-314.pyc in Desktop"
"2026-05-10 08:27:58","File Created","LOW","_stack.cpython-314.pyc in Desktop"
"2026-05-10 08:27:58","File Created","LOW","_spinners.cpython-314.pyc in Desktop"
"2026-05-10 08:27:57","File Created","LOW","_ratio.cpython-314.pyc in Desktop"
"2026-05-10 08:27:57","File Created","LOW","_pick.cpython-314.pyc in Desktop"
"2026-05-10 08:27:57","File Created","LOW","_palettes.cpython-314.pyc in Desktop"
"2026-05-10 08:27:57","File Created","LOW","_null_file.cpython-314.pyc in Desktop"
"2026-05-10 08:27:57","File Created","LOW","_loop.cpython-314.pyc in Desktop"
"2026-05-10 08:27:57","File Created","LOW","_log_render.cpython-314.pyc in Desktop"
"2026-05-10 08:27:57","File Created","LOW","_inspect.cpython-314.pyc in Desktop"
"2026-05-10 08:27:57","File Created","LOW","_fileno.cpython-314.pyc in Desktop"
"2026-05-10 08:27:57","File Created","LOW","_extension.cpython-314.pyc in Desktop"
"2026-05-10 08:27:57","File Created","LOW","_export_format.cpython-314.pyc in Desktop"
"2026-05-10 08:27:57","File Created","LOW","_emoji_replace.cpython-314.pyc in Desktop"
"2026-05-10 08:27:57","File Created","LOW","_emoji_codes.cpython-314.pyc in Desktop"
"2026-05-10 08:27:57","File Created","LOW","_cell_widths.cpython-314.pyc in Desktop"
"2026-05-10 08:27:57","File Created","LOW","tree.cpython-314.pyc in Desktop"
"2026-05-10 08:27:57","File Created","LOW","traceback.cpython-314.pyc in Desktop"
"2026-05-10 08:27:57","File Created","LOW","themes.cpython-314.pyc in Desktop"
"2026-05-10 08:27:57","File Created","LOW","theme.cpython-314.pyc in Desktop"
"2026-05-10 08:27:57","File Created","LOW","text.cpython-314.pyc in Desktop"
"2026-05-10 08:27:57","File Created","LOW","terminal_theme.cpython-314.pyc in Desktop"
"2026-05-10 08:27:57","File Created","LOW","table.cpython-314.pyc in Desktop"
"2026-05-10 08:27:57","File Created","LOW","syntax.cpython-314.pyc in Desktop"
"2026-05-10 08:27:57","File Created","LOW","styled.cpython-314.pyc in Desktop"
"2026-05-10 08:27:57","File Created","LOW","style.cpython-314.pyc in Desktop"
"2026-05-10 08:27:57","File Created","LOW","status.cpython-314.pyc in Desktop"
"2026-05-10 08:27:57","File Created","LOW","spinner.cpython-314.pyc in Desktop"
"2026-05-10 08:27:57","File Created","LOW","segment.cpython-314.pyc in Desktop"
"2026-05-10 08:27:57","File Created","LOW","screen.cpython-314.pyc in Desktop"
"2026-05-10 08:27:57","File Created","LOW","scope.cpython-314.pyc in Desktop"
"2026-05-10 08:27:57","File Created","LOW","rule.cpython-314.pyc in Desktop"
"2026-05-10 08:27:57","File Created","LOW","repr.cpython-314.pyc in Desktop"
"2026-05-10 08:27:57","File Created","LOW","region.cpython-314.pyc in Desktop"
"2026-05-10 08:27:57","File Created","LOW","protocol.cpython-314.pyc in Desktop"
"2026-05-10 08:27:57","File Created","LOW","prompt.cpython-314.pyc in Desktop"
"2026-05-10 08:27:57","File Created","LOW","progress_bar.cpython-314.pyc in Desktop"
"2026-05-10 08:27:57","File Created","LOW","progress.cpython-314.pyc in Desktop"
"2026-05-10 08:27:57","File Created","LOW","pretty.cpython-314.pyc in Desktop"
"2026-05-10 08:27:57","File Created","LOW","panel.cpython-314.pyc in Desktop"
"2026-05-10 08:27:57","File Created","LOW","palette.cpython-314.pyc in Desktop"
"2026-05-10 08:27:57","File Created","LOW","pager.cpython-314.pyc in Desktop"
"2026-05-10 08:27:57","File Created","LOW","padding.cpython-314.pyc in Desktop"
"2026-05-10 08:27:57","File Created","LOW","measure.cpython-314.pyc in Desktop"
"2026-05-10 08:27:57","File Created","LOW","markup.cpython-314.pyc in Desktop"
"2026-05-10 08:27:57","File Created","LOW","logging.cpython-314.pyc in Desktop"
"2026-05-10 08:27:57","File Created","LOW","live_render.cpython-314.pyc in Desktop"
"2026-05-10 08:27:57","File Created","LOW","live.cpython-314.pyc in Desktop"
"2026-05-10 08:27:57","File Created","LOW","layout.cpython-314.pyc in Desktop"
"2026-05-10 08:27:57","File Created","LOW","jupyter.cpython-314.pyc in Desktop"
"2026-05-10 08:27:57","File Created","LOW","json.cpython-314.pyc in Desktop"
"2026-05-10 08:27:57","File Created","LOW","highlighter.cpython-314.pyc in Desktop"
"2026-05-10 08:27:57","File Created","LOW","file_proxy.cpython-314.pyc in Desktop"
"2026-05-10 08:27:57","File Created","LOW","filesize.cpython-314.pyc in Desktop"
"2026-05-10 08:27:57","File Created","LOW","errors.cpython-314.pyc in Desktop"
"2026-05-10 08:27:57","File Created","LOW","emoji.cpython-314.pyc in Desktop"
"2026-05-10 08:27:57","File Created","LOW","diagnose.cpython-314.pyc in Desktop"
"2026-05-10 08:27:57","File Created","LOW","default_styles.cpython-314.pyc in Desktop"
"2026-05-10 08:27:57","File Created","LOW","control.cpython-314.pyc in Desktop"
"2026-05-10 08:27:57","File Created","LOW","containers.cpython-314.pyc in Desktop"
"2026-05-10 08:27:57","File Created","LOW","constrain.cpython-314.pyc in Desktop"
"2026-05-10 08:27:57","File Created","LOW","console.cpython-314.pyc in Desktop"
"2026-05-10 08:27:57","File Created","LOW","columns.cpython-314.pyc in Desktop"
"2026-05-10 08:27:57","File Created","LOW","color_triplet.cpython-314.pyc in Desktop"
"2026-05-10 08:27:57","File Created","LOW","color.cpython-314.pyc in Desktop"
"2026-05-10 08:27:57","File Created","LOW","cells.cpython-314.pyc in Desktop"
"2026-05-10 08:27:57","File Created","LOW","box.cpython-314.pyc in Desktop"
"2026-05-10 08:27:57","File Created","LOW","bar.cpython-314.pyc in Desktop"
"2026-05-10 08:27:57","File Created","LOW","ansi.cpython-314.pyc in Desktop"
"2026-05-10 08:27:57","File Created","LOW","align.cpython-314.pyc in Desktop"
"2026-05-10 08:27:57","File Created","LOW","abc.cpython-314.pyc in Desktop"
"2026-05-10 08:27:56","File Created","LOW","__init__.cpython-314.pyc in Desktop"
"2026-05-10 08:27:56","File Created","LOW","_types.cpython-314.pyc in Desktop"
"2026-05-10 08:27:56","File Created","LOW","_re.cpython-314.pyc in Desktop"
"2026-05-10 08:27:56","File Created","LOW","_parser.cpython-314.pyc in Desktop"
"2026-05-10 08:27:56","File Created","LOW","__init__.cpython-314.pyc in Desktop"
"2026-05-10 08:27:56","File Created","LOW","_writer.cpython-314.pyc in Desktop"
"2026-05-10 08:27:56","File Created","LOW","__init__.cpython-314.pyc in Desktop"
"2026-05-10 08:27:56","File Created","LOW","_windows.cpython-314.pyc in Desktop"
"2026-05-10 08:27:56","File Created","LOW","_ssl_constants.cpython-314.pyc in Desktop"
"2026-05-10 08:27:56","File Created","LOW","_openssl.cpython-314.pyc in Desktop"
"2026-05-10 08:27:56","File Created","LOW","_macos.cpython-314.pyc in Desktop"
"2026-05-10 08:27:56","File Created","LOW","_api.cpython-314.pyc in Desktop"
"2026-05-10 08:27:56","File Created","LOW","__init__.cpython-314.pyc in Desktop"
"2026-05-10 08:27:56","File Created","LOW","low_level.cpython-314.pyc in Desktop"
"2026-05-10 08:27:56","File Created","LOW","bindings.cpython-314.pyc in Desktop"
"2026-05-10 08:27:56","File Created","LOW","__init__.cpython-314.pyc in Desktop"
"2026-05-10 08:27:56","File Created","LOW","_appengine_environ.cpython-314.pyc in Desktop"
"2026-05-10 08:27:56","File Created","LOW","socks.cpython-314.pyc in Desktop"
"2026-05-10 08:27:56","File Created","LOW","securetransport.cpython-314.pyc in Desktop"
"2026-05-10 08:27:56","File Created","LOW","pyopenssl.cpython-314.pyc in Desktop"
"2026-05-10 08:27:56","File Created","LOW","ntlmpool.cpython-314.pyc in Desktop"
"2026-05-10 08:27:56","File Created","LOW","appengine.cpython-314.pyc in Desktop"
"2026-05-10 08:27:56","File Created","LOW","__init__.py in Desktop"
"2026-05-10 08:27:56","File Created","LOW","low_level.py in Desktop"
"2026-05-10 08:27:56","File Created","LOW","bindings.py in Desktop"
"2026-05-10 08:27:56","File Created","LOW","__init__.cpython-314.pyc in Desktop"
"2026-05-10 08:27:56","File Created","LOW","weakref_finalize.cpython-314.pyc in Desktop"
"2026-05-10 08:27:56","File Created","LOW","makefile.cpython-314.pyc in Desktop"
"2026-05-10 08:27:56","File Created","LOW","__init__.cpython-314.pyc in Desktop"
"2026-05-10 08:27:56","File Created","LOW","six.cpython-314.pyc in Desktop"
"2026-05-10 08:27:56","File Created","LOW","__init__.py in Desktop"
"2026-05-10 08:27:56","File Created","LOW","weakref_finalize.py in Desktop"
"2026-05-10 08:27:56","File Created","LOW","makefile.py in Desktop"
"2026-05-10 08:27:56","File Created","LOW","__init__.cpython-314.pyc in Desktop"
"2026-05-10 08:27:56","File Created","LOW","wait.cpython-314.pyc in Desktop"
"2026-05-10 08:27:56","File Created","LOW","url.cpython-314.pyc in Desktop"
"2026-05-10 08:27:56","File Created","LOW","timeout.cpython-314.pyc in Desktop"
"2026-05-10 08:27:56","File Created","LOW","ssl_match_hostname.cpython-314.pyc in Desktop"
"2026-05-10 08:27:56","File Created","LOW","ssl_.cpython-314.pyc in Desktop"
"2026-05-10 08:27:56","File Created","LOW","ssltransport.cpython-314.pyc in Desktop"
"2026-05-10 08:27:56","File Created","LOW","retry.cpython-314.pyc in Desktop"
"2026-05-10 08:27:56","File Created","LOW","response.cpython-314.pyc in Desktop"
"2026-05-10 08:27:56","File Created","LOW","request.cpython-314.pyc in Desktop"
"2026-05-10 08:27:56","File Created","LOW","queue.cpython-314.pyc in Desktop"
"2026-05-10 08:27:56","File Created","LOW","proxy.cpython-314.pyc in Desktop"
"2026-05-10 08:27:56","File Created","LOW","connection.cpython-314.pyc in Desktop"
"2026-05-10 08:27:56","File Created","LOW","__init__.cpython-314.pyc in Desktop"
"2026-05-10 08:27:56","File Created","LOW","_version.cpython-314.pyc in Desktop"
"2026-05-10 08:27:56","File Created","LOW","_collections.cpython-314.pyc in Desktop"
"2026-05-10 08:27:56","File Created","LOW","response.cpython-314.pyc in Desktop"
"2026-05-10 08:27:56","File Created","LOW","request.cpython-314.pyc in Desktop"
"2026-05-10 08:27:56","File Created","LOW","poolmanager.cpython-314.pyc in Desktop"
"2026-05-10 08:27:56","File Created","LOW","filepost.cpython-314.pyc in Desktop"
"2026-05-10 08:27:56","File Created","LOW","fields.cpython-314.pyc in Desktop"
"2026-05-10 08:27:56","File Created","LOW","exceptions.cpython-314.pyc in Desktop"
"2026-05-10 08:27:56","File Created","LOW","connectionpool.cpython-314.pyc in Desktop"
"2026-05-10 08:27:56","File Created","LOW","connection.cpython-314.pyc in Desktop"
"2026-05-10 08:27:56","File Created","LOW","__init__.py in Desktop"
"2026-05-10 08:27:56","File Created","LOW","wait.py in Desktop"
"2026-05-10 08:27:56","File Created","LOW","url.py in Desktop"
"2026-05-10 08:27:56","File Created","LOW","timeout.py in Desktop"
"2026-05-10 08:27:56","File Created","LOW","ssl_match_hostname.py in Desktop"
"2026-05-10 08:27:56","File Created","LOW","ssl_.py in Desktop"
"2026-05-10 08:27:56","File Created","LOW","ssltransport.py in Desktop"
"2026-05-10 08:27:56","File Created","LOW","retry.py in Desktop"
"2026-05-10 08:27:55","File Created","LOW","response.py in Desktop"
"2026-05-10 08:27:55","File Created","LOW","request.py in Desktop"
"2026-05-10 08:27:55","File Created","LOW","queue.py in Desktop"
"2026-05-10 08:27:55","File Created","LOW","proxy.py in Desktop"
"2026-05-10 08:27:55","File Created","LOW","connection.py in Desktop"
"2026-05-10 08:27:55","File Created","LOW","__init__.py in Desktop"
"2026-05-10 08:27:55","File Created","LOW","six.py in Desktop"
"2026-05-10 08:27:55","File Created","LOW","__init__.py in Desktop"
"2026-05-10 08:27:55","File Created","LOW","_appengine_environ.py in Desktop"
"2026-05-10 08:27:55","File Created","LOW","socks.py in Desktop"
"2026-05-10 08:27:55","File Created","LOW","securetransport.py in Desktop"
"2026-05-10 08:27:55","File Created","LOW","pyopenssl.py in Desktop"
"2026-05-10 08:27:55","File Created","LOW","ntlmpool.py in Desktop"
"2026-05-10 08:27:55","File Created","LOW","appengine.py in Desktop"
"2026-05-10 08:27:55","File Created","LOW","__init__.cpython-314.pyc in Desktop"
"2026-05-10 08:27:55","File Created","LOW","__init__.py in Desktop"
"2026-05-10 08:27:55","File Created","LOW","_version.py in Desktop"
"2026-05-10 08:27:55","File Created","LOW","_collections.py in Desktop"
"2026-05-10 08:27:55","File Created","LOW","response.py in Desktop"
"2026-05-10 08:27:55","File Created","LOW","request.py in Desktop"
"2026-05-10 08:27:55","File Created","LOW","poolmanager.py in Desktop"
"2026-05-10 08:27:55","File Created","LOW","LICENSE.txt in Desktop"
"2026-05-10 08:27:55","File Created","LOW","filepost.py in Desktop"
"2026-05-10 08:27:55","File Created","LOW","fields.py in Desktop"
"2026-05-10 08:27:55","File Created","LOW","exceptions.py in Desktop"
"2026-05-10 08:27:55","File Created","LOW","connectionpool.py in Desktop"
"2026-05-10 08:27:55","File Created","LOW","connection.py in Desktop"
"2026-05-10 08:27:55","File Created","LOW","__init__.py in Desktop"
"2026-05-10 08:27:55","File Created","LOW","_windows.py in Desktop"
"2026-05-10 08:27:55","File Created","LOW","_ssl_constants.py in Desktop"
"2026-05-10 08:27:55","File Created","LOW","_openssl.py in Desktop"
"2026-05-10 08:27:55","File Created","LOW","_macos.py in Desktop"
"2026-05-10 08:27:55","File Created","LOW","_api.py in Desktop"
"2026-05-10 08:27:55","File Created","LOW","py.typed in Desktop"
"2026-05-10 08:27:55","File Created","LOW","LICENSE in Desktop"
"2026-05-10 08:27:55","File Created","LOW","__init__.py in Desktop"
"2026-05-10 08:27:55","File Created","LOW","_writer.py in Desktop"
"2026-05-10 08:27:55","File Created","LOW","py.typed in Desktop"
"2026-05-10 08:27:55","File Created","LOW","LICENSE in Desktop"
"2026-05-10 08:27:55","File Created","LOW","__init__.py in Desktop"
"2026-05-10 08:27:55","File Created","LOW","_types.py in Desktop"
"2026-05-10 08:27:55","File Created","LOW","_re.py in Desktop"
"2026-05-10 08:27:55","File Created","LOW","_parser.py in Desktop"
"2026-05-10 08:27:55","File Created","LOW","py.typed in Desktop"
"2026-05-10 08:27:55","File Created","LOW","LICENSE in Desktop"
"2026-05-10 08:27:55","File Created","LOW","__main__.py in Desktop"
"2026-05-10 08:27:55","File Created","LOW","__init__.py in Desktop"
"2026-05-10 08:27:55","File Created","LOW","_wrap.py in Desktop"
"2026-05-10 08:27:55","File Created","LOW","_windows_renderer.py in Desktop"
"2026-05-10 08:27:55","File Created","LOW","_windows.py in Desktop"
"2026-05-10 08:27:55","File Created","LOW","_win32_console.py in Desktop"
"2026-05-10 08:27:55","File Created","LOW","_timer.py in Desktop"
"2026-05-10 08:27:55","File Created","LOW","_stack.py in Desktop"
"2026-05-10 08:27:55","File Created","LOW","_spinners.py in Desktop"
"2026-05-10 08:27:55","File Created","LOW","_ratio.py in Desktop"
"2026-05-10 08:27:55","File Created","LOW","_pick.py in Desktop"
"2026-05-10 08:27:55","File Created","LOW","_palettes.py in Desktop"
"2026-05-10 08:27:55","File Created","LOW","_null_file.py in Desktop"
"2026-05-10 08:27:55","File Created","LOW","_loop.py in Desktop"
"2026-05-10 08:27:55","File Created","LOW","_log_render.py in Desktop"
"2026-05-10 08:27:55","File Created","LOW","_inspect.py in Desktop"
"2026-05-10 08:27:55","File Created","LOW","_fileno.py in Desktop"
"2026-05-10 08:27:55","File Created","LOW","_extension.py in Desktop"
"2026-05-10 08:27:55","File Created","LOW","_export_format.py in Desktop"
"2026-05-10 08:27:55","File Created","LOW","_emoji_replace.py in Desktop"
"2026-05-10 08:27:55","File Created","LOW","_emoji_codes.py in Desktop"
"2026-05-10 08:27:55","File Created","LOW","_cell_widths.py in Desktop"
"2026-05-10 08:27:55","File Created","LOW","tree.py in Desktop"
"2026-05-10 08:27:55","File Created","LOW","traceback.py in Desktop"
"2026-05-10 08:27:54","File Created","LOW","themes.py in Desktop"
"2026-05-10 08:27:54","File Created","LOW","theme.py in Desktop"
"2026-05-10 08:27:54","File Created","LOW","text.py in Desktop"
"2026-05-10 08:27:54","File Created","LOW","terminal_theme.py in Desktop"
"2026-05-10 08:27:54","File Created","LOW","table.py in Desktop"
"2026-05-10 08:27:54","File Created","LOW","syntax.py in Desktop"
"2026-05-10 08:27:54","File Created","LOW","styled.py in Desktop"
"2026-05-10 08:27:54","File Created","LOW","style.py in Desktop"
"2026-05-10 08:27:54","File Created","LOW","status.py in Desktop"
"2026-05-10 08:27:54","File Created","LOW","spinner.py in Desktop"
"2026-05-10 08:27:54","File Created","LOW","segment.py in Desktop"
"2026-05-10 08:27:54","File Created","LOW","screen.py in Desktop"
"2026-05-10 08:27:54","File Created","LOW","scope.py in Desktop"
"2026-05-10 08:27:54","File Created","LOW","rule.py in Desktop"
"2026-05-10 08:27:54","File Created","LOW","repr.py in Desktop"
"2026-05-10 08:27:54","File Created","LOW","region.py in Desktop"
"2026-05-10 08:27:54","File Created","LOW","py.typed in Desktop"
"2026-05-10 08:27:54","File Created","LOW","protocol.py in Desktop"
"2026-05-10 08:27:54","File Created","LOW","prompt.py in Desktop"
"2026-05-10 08:27:54","File Created","LOW","progress_bar.py in Desktop"
"2026-05-10 08:27:54","File Created","LOW","progress.py in Desktop"
"2026-05-10 08:27:54","File Created","LOW","pretty.py in Desktop"
"2026-05-10 08:27:54","File Created","LOW","panel.py in Desktop"
"2026-05-10 08:27:54","File Created","LOW","palette.py in Desktop"
"2026-05-10 08:27:54","File Created","LOW","pager.py in Desktop"
"2026-05-10 08:27:54","File Created","LOW","padding.py in Desktop"
"2026-05-10 08:27:54","File Created","LOW","measure.py in Desktop"
"2026-05-10 08:27:54","File Created","LOW","markup.py in Desktop"
"2026-05-10 08:27:54","File Created","LOW","logging.py in Desktop"
"2026-05-10 08:27:54","File Created","LOW","live_render.py in Desktop"
"2026-05-10 08:27:54","File Created","LOW","live.py in Desktop"
"2026-05-10 08:27:54","File Created","LOW","LICENSE in Desktop"
"2026-05-10 08:27:54","File Created","LOW","layout.py in Desktop"
"2026-05-10 08:27:54","File Created","LOW","jupyter.py in Desktop"
"2026-05-10 08:27:54","File Created","LOW","json.py in Desktop"
"2026-05-10 08:27:54","File Created","LOW","highlighter.py in Desktop"
"2026-05-10 08:27:54","File Created","LOW","file_proxy.py in Desktop"
"2026-05-10 08:27:54","File Created","LOW","filesize.py in Desktop"
"2026-05-10 08:27:54","File Created","LOW","errors.py in Desktop"
"2026-05-10 08:27:54","File Created","LOW","emoji.py in Desktop"
"2026-05-10 08:27:54","File Created","LOW","diagnose.py in Desktop"
"2026-05-10 08:27:54","File Created","LOW","default_styles.py in Desktop"
"2026-05-10 08:27:54","File Created","LOW","control.py in Desktop"
"2026-05-10 08:27:54","File Created","LOW","containers.py in Desktop"
"2026-05-10 08:27:54","File Created","LOW","constrain.py in Desktop"
"2026-05-10 08:27:54","File Created","LOW","console.py in Desktop"
"2026-05-10 08:27:54","File Created","LOW","columns.py in Desktop"
"2026-05-10 08:27:54","File Created","LOW","color_triplet.py in Desktop"
"2026-05-10 08:27:54","File Created","LOW","color.py in Desktop"
"2026-05-10 08:27:54","File Created","LOW","cells.py in Desktop"
"2026-05-10 08:27:54","File Created","LOW","box.py in Desktop"
"2026-05-10 08:27:54","File Created","LOW","bar.py in Desktop"
"2026-05-10 08:27:54","File Created","LOW","ansi.py in Desktop"
"2026-05-10 08:27:54","File Created","LOW","align.py in Desktop"
"2026-05-10 08:27:54","File Created","LOW","abc.py in Desktop"
"2026-05-10 08:27:54","File Created","LOW","__init__.py in Desktop"
"2026-05-10 08:27:54","File Created","LOW","structs.py in Desktop"
"2026-05-10 08:27:54","File Created","LOW","reporters.py in Desktop"
"2026-05-10 08:27:54","File Created","LOW","py.typed in Desktop"
"2026-05-10 08:27:54","File Created","LOW","providers.py in Desktop"
"2026-05-10 08:27:54","File Created","LOW","LICENSE in Desktop"
"2026-05-10 08:27:54","File Created","LOW","__version__.py in Desktop"
"2026-05-10 08:27:54","File Created","LOW","__init__.py in Desktop"
"2026-05-10 08:27:54","File Created","LOW","_internal_utils.py in Desktop"
"2026-05-10 08:27:54","File Created","LOW","utils.py in Desktop"
"2026-05-10 08:27:54","File Created","LOW","structures.py in Desktop"
"2026-05-10 08:27:54","File Created","LOW","status_codes.py in Desktop"
"2026-05-10 08:27:53","File Created","LOW","sessions.py in Desktop"
"2026-05-10 08:27:53","File Created","LOW","packages.py in Desktop"
"2026-05-10 08:27:53","File Created","LOW","models.py in Desktop"
"2026-05-10 08:27:53","File Created","LOW","LICENSE in Desktop"
"2026-05-10 08:27:53","File Created","LOW","hooks.py in Desktop"
"2026-05-10 08:27:53","File Created","LOW","help.py in Desktop"
"2026-05-10 08:27:53","File Created","LOW","exceptions.py in Desktop"
"2026-05-10 08:27:53","File Created","LOW","cookies.py in Desktop"
